cohort,variable,value,value_label
HRS,r11medsa,0,0.no
HRS,r11medsa,1,1.yes
HRS,r11medsa,2,2.can't do
HRS,r11medsa,7,7.don't do
HRS,r11medsa,,.d=dk
HRS,r11medsa,,.f=no famr
HRS,r11medsa,,".j=web interview, missing"
HRS,r11medsa,,.m=oth missing
HRS,r11medsa,,.n=na
HRS,r11medsa,,.q=not asked this wave
HRS,r11medsa,,.r=rf
HRS,r11medsa,,.s=skip
HRS,r11medsa,,.u=unmarried
HRS,r11medsa,,.v=sp nr
HRS,r11medsa,,.x=don't do
HRS,r11medsa,,.y=alternate wave
HRS,r11medsa,,.z=don't do/no if did
HRS,r11moneya,0,0.no
HRS,r11moneya,1,1.yes
HRS,r11moneya,2,2.can't do
HRS,r11moneya,7,7.don't do
HRS,r11moneya,,.d=dk
HRS,r11moneya,,.f=no famr
HRS,r11moneya,,".j=web interview, missing"
HRS,r11moneya,,.m=oth missing
HRS,r11moneya,,.n=na
HRS,r11moneya,,.q=not asked this wave
HRS,r11moneya,,.r=rf
HRS,r11moneya,,.s=skip
HRS,r11moneya,,.u=unmarried
HRS,r11moneya,,.v=sp nr
HRS,r11moneya,,.x=don't do
HRS,r11moneya,,.y=alternate wave
HRS,r11moneya,,.z=don't do/no if did
HRS,r11proxy,0,0.not proxy
HRS,r11proxy,1,1.proxy
HRS,r11proxy,2,2.partial proxy
HRS,r11proxy,3,"3.proxy, r deceased"
HRS,r11proxy,,.u=unmarried
HRS,r11proxy,,.v=spouse nr
HRS,r12iwstat,0,0.inap.
HRS,r12iwstat,1,"1.resp,alive"
HRS,r12iwstat,2,"2.resp,died after iw"
HRS,r12iwstat,3,"3.resp(proxy),died"
HRS,r12iwstat,4,"4.nr,alive"
HRS,r12iwstat,5,"5.nr,died this wv"
HRS,r12iwstat,6,"6.nr,died prev wv"
HRS,r12iwstat,7,"7.nr,dropped from samp"
HRS,r12iwstat,9,"9.nr,dk if alive or died"
HRS,r12iwstat,,.u=unmarried
HRS,r12iwstat,,.v=spouse nr
HRS,r12dressa,0,0.no
HRS,r12dressa,1,1.yes
HRS,r12dressa,2,2.can't do
HRS,r12dressa,7,7.don't do
HRS,r12dressa,,.d=dk
HRS,r12dressa,,.f=no famr
HRS,r12dressa,,".j=web interview, missing"
HRS,r12dressa,,.m=oth missing
HRS,r12dressa,,.n=na
HRS,r12dressa,,.q=not asked this wave
HRS,r12dressa,,.r=rf
HRS,r12dressa,,.s=skip
HRS,r12dressa,,.u=unmarried
HRS,r12dressa,,.v=sp nr
HRS,r12dressa,,.x=don't do
HRS,r12dressa,,.y=alternate wave
HRS,r12dressa,,.z=don't do/no if did
HRS,r12batha,0,0.no
HRS,r12batha,1,1.yes
HRS,r12batha,2,2.can't do
HRS,r12batha,7,7.don't do
HRS,r12batha,,.d=dk
HRS,r12batha,,.f=no famr
HRS,r12batha,,".j=web interview, missing"
HRS,r12batha,,.m=oth missing
HRS,r12batha,,.n=na
HRS,r12batha,,.q=not asked this wave
HRS,r12batha,,.r=rf
HRS,r12batha,,.s=skip
HRS,r12batha,,.u=unmarried
HRS,r12batha,,.v=sp nr
HRS,r12batha,,.x=don't do
HRS,r12batha,,.y=alternate wave
HRS,r12batha,,.z=don't do/no if did
HRS,r12eata,0,0.no
HRS,r12eata,1,1.yes
HRS,r12eata,2,2.can't do
HRS,r12eata,7,7.don't do
HRS,r12eata,,.d=dk
HRS,r12eata,,.f=no famr
HRS,r12eata,,".j=web interview, missing"
HRS,r12eata,,.m=oth missing
HRS,r12eata,,.n=na
HRS,r12eata,,.q=not asked this wave
HRS,r12eata,,.r=rf
HRS,r12eata,,.s=skip
HRS,r12eata,,.u=unmarried
HRS,r12eata,,.v=sp nr
HRS,r12eata,,.x=don't do
HRS,r12eata,,.y=alternate wave
HRS,r12eata,,.z=don't do/no if did
HRS,r12beda,0,0.no
HRS,r12beda,1,1.yes
HRS,r12beda,2,2.can't do
HRS,r12beda,7,7.don't do
HRS,r12beda,,.d=dk
HRS,r12beda,,.f=no famr
HRS,r12beda,,".j=web interview, missing"
HRS,r12beda,,.m=oth missing
HRS,r12beda,,.n=na
HRS,r12beda,,.q=not asked this wave
HRS,r12beda,,.r=rf
HRS,r12beda,,.s=skip
HRS,r12beda,,.u=unmarried
HRS,r12beda,,.v=sp nr
HRS,r12beda,,.x=don't do
HRS,r12beda,,.y=alternate wave
HRS,r12beda,,.z=don't do/no if did
HRS,r12toilta,0,0.no
HRS,r12toilta,1,1.yes
HRS,r12toilta,2,2.can't do
HRS,r12toilta,7,7.don't do
HRS,r12toilta,,.d=dk
HRS,r12toilta,,.f=no famr
HRS,r12toilta,,".j=web interview, missing"
HRS,r12toilta,,.m=oth missing
HRS,r12toilta,,.n=na
HRS,r12toilta,,.q=not asked this wave
HRS,r12toilta,,.r=rf
HRS,r12toilta,,.s=skip
HRS,r12toilta,,.u=unmarried
HRS,r12toilta,,.v=sp nr
HRS,r12toilta,,.x=don't do
HRS,r12toilta,,.y=alternate wave
HRS,r12toilta,,.z=don't do/no if did
HRS,r12shopa,0,0.no
HRS,r12shopa,1,1.yes
HRS,r12shopa,2,2.can't do
HRS,r12shopa,7,7.don't do
HRS,r12shopa,,.d=dk
HRS,r12shopa,,.f=no famr
HRS,r12shopa,,".j=web interview, missing"
HRS,r12shopa,,.m=oth missing
HRS,r12shopa,,.n=na
HRS,r12shopa,,.q=not asked this wave
HRS,r12shopa,,.r=rf
HRS,r12shopa,,.s=skip
HRS,r12shopa,,.u=unmarried
HRS,r12shopa,,.v=sp nr
HRS,r12shopa,,.x=don't do
HRS,r12shopa,,.y=alternate wave
HRS,r12shopa,,.z=don't do/no if did
HRS,r12mealsa,0,0.no
HRS,r12mealsa,1,1.yes
HRS,r12mealsa,2,2.can't do
HRS,r12mealsa,7,7.don't do
HRS,r12mealsa,,.d=dk
HRS,r12mealsa,,.f=no famr
HRS,r12mealsa,,".j=web interview, missing"
HRS,r12mealsa,,.m=oth missing
HRS,r12mealsa,,.n=na
HRS,r12mealsa,,.q=not asked this wave
HRS,r12mealsa,,.r=rf
HRS,r12mealsa,,.s=skip
HRS,r12mealsa,,.u=unmarried
HRS,r12mealsa,,.v=sp nr
HRS,r12mealsa,,.x=don't do
HRS,r12mealsa,,.y=alternate wave
HRS,r12mealsa,,.z=don't do/no if did
HRS,r12medsa,0,0.no
HRS,r12medsa,1,1.yes
HRS,r12medsa,2,2.can't do
HRS,r12medsa,7,7.don't do
HRS,r12medsa,,.d=dk
HRS,r12medsa,,.f=no famr
HRS,r12medsa,,".j=web interview, missing"
HRS,r12medsa,,.m=oth missing
HRS,r12medsa,,.n=na
HRS,r12medsa,,.q=not asked this wave
HRS,r12medsa,,.r=rf
HRS,r12medsa,,.s=skip
HRS,r12medsa,,.u=unmarried
HRS,r12medsa,,.v=sp nr
HRS,r12medsa,,.x=don't do
HRS,r12medsa,,.y=alternate wave
HRS,r12medsa,,.z=don't do/no if did
HRS,r12moneya,0,0.no
HRS,r12moneya,1,1.yes
HRS,r12moneya,2,2.can't do
HRS,r12moneya,7,7.don't do
HRS,r12moneya,,.d=dk
HRS,r12moneya,,.f=no famr
HRS,r12moneya,,".j=web interview, missing"
HRS,r12moneya,,.m=oth missing
HRS,r12moneya,,.n=na
HRS,r12moneya,,.q=not asked this wave
HRS,r12moneya,,.r=rf
HRS,r12moneya,,.s=skip
HRS,r12moneya,,.u=unmarried
HRS,r12moneya,,.v=sp nr
HRS,r12moneya,,.x=don't do
HRS,r12moneya,,.y=alternate wave
HRS,r12moneya,,.z=don't do/no if did
HRS,r12proxy,0,0.not proxy
HRS,r12proxy,1,1.proxy
HRS,r12proxy,2,2.partial proxy
HRS,r12proxy,3,"3.proxy, r deceased"
HRS,r12proxy,,.u=unmarried
HRS,r12proxy,,.v=spouse nr
HRS,r13iwstat,0,0.inap.
HRS,r13iwstat,1,"1.resp,alive"
HRS,r13iwstat,2,"2.resp,died after iw"
HRS,r13iwstat,3,"3.resp(proxy),died"
HRS,r13iwstat,4,"4.nr,alive"
HRS,r13iwstat,5,"5.nr,died this wv"
HRS,r13iwstat,6,"6.nr,died prev wv"
HRS,r13iwstat,7,"7.nr,dropped from samp"
HRS,r13iwstat,9,"9.nr,dk if alive or died"
HRS,r13iwstat,,.u=unmarried
HRS,r13iwstat,,.v=spouse nr
HRS,r13dressa,0,0.no
HRS,r13dressa,1,1.yes
HRS,r13dressa,2,2.can't do
HRS,r13dressa,7,7.don't do
HRS,r13dressa,,.d=dk
HRS,r13dressa,,.f=no famr
HRS,r13dressa,,".j=web interview, missing"
HRS,r13dressa,,.m=oth missing
HRS,r13dressa,,.n=na
HRS,r13dressa,,.q=not asked this wave
HRS,r13dressa,,.r=rf
HRS,r13dressa,,.s=skip
HRS,r13dressa,,.u=unmarried
HRS,r13dressa,,.v=sp nr
HRS,r13dressa,,.x=don't do
HRS,r13dressa,,.y=alternate wave
HRS,r13dressa,,.z=don't do/no if did
HRS,r13batha,0,0.no
HRS,r13batha,1,1.yes
HRS,r13batha,2,2.can't do
HRS,r13batha,7,7.don't do
HRS,r13batha,,.d=dk
HRS,r13batha,,.f=no famr
HRS,r13batha,,".j=web interview, missing"
HRS,r13batha,,.m=oth missing
HRS,r13batha,,.n=na
HRS,r13batha,,.q=not asked this wave
HRS,r13batha,,.r=rf
HRS,r13batha,,.s=skip
HRS,r13batha,,.u=unmarried
HRS,r13batha,,.v=sp nr
HRS,r13batha,,.x=don't do
HRS,r13batha,,.y=alternate wave
HRS,r13batha,,.z=don't do/no if did
HRS,r13eata,0,0.no
HRS,r13eata,1,1.yes
HRS,r13eata,2,2.can't do
HRS,r13eata,7,7.don't do
HRS,r13eata,,.d=dk
HRS,r13eata,,.f=no famr
HRS,r13eata,,".j=web interview, missing"
HRS,r13eata,,.m=oth missing
HRS,r13eata,,.n=na
HRS,r13eata,,.q=not asked this wave
HRS,r13eata,,.r=rf
HRS,r13eata,,.s=skip
HRS,r13eata,,.u=unmarried
HRS,r13eata,,.v=sp nr
HRS,r13eata,,.x=don't do
HRS,r13eata,,.y=alternate wave
HRS,r13eata,,.z=don't do/no if did
HRS,r13beda,0,0.no
HRS,r13beda,1,1.yes
HRS,r13beda,2,2.can't do
HRS,r13beda,7,7.don't do
HRS,r13beda,,.d=dk
HRS,r13beda,,.f=no famr
HRS,r13beda,,".j=web interview, missing"
HRS,r13beda,,.m=oth missing
HRS,r13beda,,.n=na
HRS,r13beda,,.q=not asked this wave
HRS,r13beda,,.r=rf
HRS,r13beda,,.s=skip
HRS,r13beda,,.u=unmarried
HRS,r13beda,,.v=sp nr
HRS,r13beda,,.x=don't do
HRS,r13beda,,.y=alternate wave
HRS,r13beda,,.z=don't do/no if did
HRS,r13toilta,0,0.no
HRS,r13toilta,1,1.yes
HRS,r13toilta,2,2.can't do
HRS,r13toilta,7,7.don't do
HRS,r13toilta,,.d=dk
HRS,r13toilta,,.f=no famr
HRS,r13toilta,,".j=web interview, missing"
HRS,r13toilta,,.m=oth missing
HRS,r13toilta,,.n=na
HRS,r13toilta,,.q=not asked this wave
HRS,r13toilta,,.r=rf
HRS,r13toilta,,.s=skip
HRS,r13toilta,,.u=unmarried
HRS,r13toilta,,.v=sp nr
HRS,r13toilta,,.x=don't do
HRS,r13toilta,,.y=alternate wave
HRS,r13toilta,,.z=don't do/no if did
HRS,r13shopa,0,0.no
HRS,r13shopa,1,1.yes
HRS,r13shopa,2,2.can't do
HRS,r13shopa,7,7.don't do
HRS,r13shopa,,.d=dk
HRS,r13shopa,,.f=no famr
HRS,r13shopa,,".j=web interview, missing"
HRS,r13shopa,,.m=oth missing
HRS,r13shopa,,.n=na
HRS,r13shopa,,.q=not asked this wave
HRS,r13shopa,,.r=rf
HRS,r13shopa,,.s=skip
HRS,r13shopa,,.u=unmarried
HRS,r13shopa,,.v=sp nr
HRS,r13shopa,,.x=don't do
HRS,r13shopa,,.y=alternate wave
HRS,r13shopa,,.z=don't do/no if did
HRS,r13mealsa,0,0.no
HRS,r13mealsa,1,1.yes
HRS,r13mealsa,2,2.can't do
HRS,r13mealsa,7,7.don't do
HRS,r13mealsa,,.d=dk
HRS,r13mealsa,,.f=no famr
HRS,r13mealsa,,".j=web interview, missing"
HRS,r13mealsa,,.m=oth missing
HRS,r13mealsa,,.n=na
HRS,r13mealsa,,.q=not asked this wave
HRS,r13mealsa,,.r=rf
HRS,r13mealsa,,.s=skip
HRS,r13mealsa,,.u=unmarried
HRS,r13mealsa,,.v=sp nr
HRS,r13mealsa,,.x=don't do
HRS,r13mealsa,,.y=alternate wave
HRS,r13mealsa,,.z=don't do/no if did
HRS,r13medsa,0,0.no
HRS,r13medsa,1,1.yes
HRS,r13medsa,2,2.can't do
HRS,r13medsa,7,7.don't do
HRS,r13medsa,,.d=dk
HRS,r13medsa,,.f=no famr
HRS,r13medsa,,".j=web interview, missing"
HRS,r13medsa,,.m=oth missing
HRS,r13medsa,,.n=na
HRS,r13medsa,,.q=not asked this wave
HRS,r13medsa,,.r=rf
HRS,r13medsa,,.s=skip
HRS,r13medsa,,.u=unmarried
HRS,r13medsa,,.v=sp nr
HRS,r13medsa,,.x=don't do
HRS,r13medsa,,.y=alternate wave
HRS,r13medsa,,.z=don't do/no if did
HRS,r13moneya,0,0.no
HRS,r13moneya,1,1.yes
HRS,r13moneya,2,2.can't do
HRS,r13moneya,7,7.don't do
HRS,r13moneya,,.d=dk
HRS,r13moneya,,.f=no famr
HRS,r13moneya,,".j=web interview, missing"
HRS,r13moneya,,.m=oth missing
HRS,r13moneya,,.n=na
HRS,r13moneya,,.q=not asked this wave
HRS,r13moneya,,.r=rf
HRS,r13moneya,,.s=skip
HRS,r13moneya,,.u=unmarried
HRS,r13moneya,,.v=sp nr
HRS,r13moneya,,.x=don't do
HRS,r13moneya,,.y=alternate wave
HRS,r13moneya,,.z=don't do/no if did
HRS,r13proxy,0,0.not proxy
HRS,r13proxy,1,1.proxy
HRS,r13proxy,2,2.partial proxy
HRS,r13proxy,3,"3.proxy, r deceased"
HRS,r13proxy,,.u=unmarried
HRS,r13proxy,,.v=spouse nr
HRS,r14iwstat,0,0.inap.
HRS,r14iwstat,1,"1.resp,alive"
HRS,r14iwstat,2,"2.resp,died after iw"
HRS,r14iwstat,3,"3.resp(proxy),died"
HRS,r14iwstat,4,"4.nr,alive"
HRS,r14iwstat,5,"5.nr,died this wv"
HRS,r14iwstat,6,"6.nr,died prev wv"
HRS,r14iwstat,7,"7.nr,dropped from samp"
HRS,r14iwstat,9,"9.nr,dk if alive or died"
HRS,r14iwstat,,.u=unmarried
HRS,r14iwstat,,.v=spouse nr
HRS,r14dressa,0,0.no
HRS,r14dressa,1,1.yes
HRS,r14dressa,2,2.can't do
HRS,r14dressa,7,7.don't do
HRS,r14dressa,,.d=dk
HRS,r14dressa,,.f=no famr
HRS,r14dressa,,".j=web interview, missing"
HRS,r14dressa,,.m=oth missing
HRS,r14dressa,,.n=na
HRS,r14dressa,,.q=not asked this wave
HRS,r14dressa,,.r=rf
HRS,r14dressa,,.s=skip
HRS,r14dressa,,.u=unmarried
HRS,r14dressa,,.v=sp nr
HRS,r14dressa,,.x=don't do
HRS,r14dressa,,.y=alternate wave
HRS,r14dressa,,.z=don't do/no if did
HRS,r14batha,0,0.no
HRS,r14batha,1,1.yes
HRS,r14batha,2,2.can't do
HRS,r14batha,7,7.don't do
HRS,r14batha,,.d=dk
HRS,r14batha,,.f=no famr
HRS,r14batha,,".j=web interview, missing"
HRS,r14batha,,.m=oth missing
HRS,r14batha,,.n=na
HRS,r14batha,,.q=not asked this wave
HRS,r14batha,,.r=rf
HRS,r14batha,,.s=skip
HRS,r14batha,,.u=unmarried
HRS,r14batha,,.v=sp nr
HRS,r14batha,,.x=don't do
HRS,r14batha,,.y=alternate wave
HRS,r14batha,,.z=don't do/no if did
HRS,r14eata,0,0.no
HRS,r14eata,1,1.yes
HRS,r14eata,2,2.can't do
HRS,r14eata,7,7.don't do
HRS,r14eata,,.d=dk
HRS,r14eata,,.f=no famr
HRS,r14eata,,".j=web interview, missing"
HRS,r14eata,,.m=oth missing
HRS,r14eata,,.n=na
HRS,r14eata,,.q=not asked this wave
HRS,r14eata,,.r=rf
HRS,r14eata,,.s=skip
HRS,r14eata,,.u=unmarried
HRS,r14eata,,.v=sp nr
HRS,r14eata,,.x=don't do
HRS,r14eata,,.y=alternate wave
HRS,r14eata,,.z=don't do/no if did
HRS,r14beda,0,0.no
HRS,r14beda,1,1.yes
HRS,r14beda,2,2.can't do
HRS,r14beda,7,7.don't do
HRS,r14beda,,.d=dk
HRS,r14beda,,.f=no famr
HRS,r14beda,,".j=web interview, missing"
HRS,r14beda,,.m=oth missing
HRS,r14beda,,.n=na
HRS,r14beda,,.q=not asked this wave
HRS,r14beda,,.r=rf
HRS,r14beda,,.s=skip
HRS,r14beda,,.u=unmarried
HRS,r14beda,,.v=sp nr
HRS,r14beda,,.x=don't do
HRS,r14beda,,.y=alternate wave
HRS,r14beda,,.z=don't do/no if did
HRS,r14toilta,0,0.no
HRS,r14toilta,1,1.yes
HRS,r14toilta,2,2.can't do
HRS,r14toilta,7,7.don't do
HRS,r14toilta,,.d=dk
HRS,r14toilta,,.f=no famr
HRS,r14toilta,,".j=web interview, missing"
HRS,r14toilta,,.m=oth missing
HRS,r14toilta,,.n=na
HRS,r14toilta,,.q=not asked this wave
HRS,r14toilta,,.r=rf
HRS,r14toilta,,.s=skip
HRS,r14toilta,,.u=unmarried
HRS,r14toilta,,.v=sp nr
HRS,r14toilta,,.x=don't do
HRS,r14toilta,,.y=alternate wave
HRS,r14toilta,,.z=don't do/no if did
HRS,r14shopa,0,0.no
HRS,r14shopa,1,1.yes
HRS,r14shopa,2,2.can't do
HRS,r14shopa,7,7.don't do
HRS,r14shopa,,.d=dk
HRS,r14shopa,,.f=no famr
HRS,r14shopa,,".j=web interview, missing"
HRS,r14shopa,,.m=oth missing
HRS,r14shopa,,.n=na
HRS,r14shopa,,.q=not asked this wave
HRS,r14shopa,,.r=rf
HRS,r14shopa,,.s=skip
HRS,r14shopa,,.u=unmarried
HRS,r14shopa,,.v=sp nr
HRS,r14shopa,,.x=don't do
HRS,r14shopa,,.y=alternate wave
HRS,r14shopa,,.z=don't do/no if did
HRS,r14mealsa,0,0.no
HRS,r14mealsa,1,1.yes
HRS,r14mealsa,2,2.can't do
HRS,r14mealsa,7,7.don't do
HRS,r14mealsa,,.d=dk
HRS,r14mealsa,,.f=no famr
HRS,r14mealsa,,".j=web interview, missing"
HRS,r14mealsa,,.m=oth missing
HRS,r14mealsa,,.n=na
HRS,r14mealsa,,.q=not asked this wave
HRS,r14mealsa,,.r=rf
HRS,r14mealsa,,.s=skip
HRS,r14mealsa,,.u=unmarried
HRS,r14mealsa,,.v=sp nr
HRS,r14mealsa,,.x=don't do
HRS,r14mealsa,,.y=alternate wave
HRS,r14mealsa,,.z=don't do/no if did
HRS,r14medsa,0,0.no
HRS,r14medsa,1,1.yes
HRS,r14medsa,2,2.can't do
HRS,r14medsa,7,7.don't do
HRS,r14medsa,,.d=dk
HRS,r14medsa,,.f=no famr
HRS,r14medsa,,".j=web interview, missing"
HRS,r14medsa,,.m=oth missing
HRS,r14medsa,,.n=na
HRS,r14medsa,,.q=not asked this wave
HRS,r14medsa,,.r=rf
HRS,r14medsa,,.s=skip
HRS,r14medsa,,.u=unmarried
HRS,r14medsa,,.v=sp nr
HRS,r14medsa,,.x=don't do
HRS,r14medsa,,.y=alternate wave
HRS,r14medsa,,.z=don't do/no if did
HRS,r14moneya,0,0.no
HRS,r14moneya,1,1.yes
HRS,r14moneya,2,2.can't do
HRS,r14moneya,7,7.don't do
HRS,r14moneya,,.d=dk
HRS,r14moneya,,.f=no famr
HRS,r14moneya,,".j=web interview, missing"
HRS,r14moneya,,.m=oth missing
HRS,r14moneya,,.n=na
HRS,r14moneya,,.q=not asked this wave
HRS,r14moneya,,.r=rf
HRS,r14moneya,,.s=skip
HRS,r14moneya,,.u=unmarried
HRS,r14moneya,,.v=sp nr
HRS,r14moneya,,.x=don't do
HRS,r14moneya,,.y=alternate wave
HRS,r14moneya,,.z=don't do/no if did
HRS,r14proxy,0,0.not proxy
HRS,r14proxy,1,1.proxy
HRS,r14proxy,2,2.partial proxy
HRS,r14proxy,3,"3.proxy, r deceased"
HRS,r14proxy,,.u=unmarried
HRS,r14proxy,,.v=spouse nr
HRS,r15iwstat,0,0.inap.
HRS,r15iwstat,1,"1.resp,alive"
HRS,r15iwstat,2,"2.resp,died after iw"
HRS,r15iwstat,3,"3.resp(proxy),died"
HRS,r15iwstat,4,"4.nr,alive"
HRS,r15iwstat,5,"5.nr,died this wv"
HRS,r15iwstat,6,"6.nr,died prev wv"
HRS,r15iwstat,7,"7.nr,dropped from samp"
HRS,r15iwstat,9,"9.nr,dk if alive or died"
HRS,r15iwstat,,.u=unmarried
HRS,r15iwstat,,.v=spouse nr
HRS,r15dressa,0,0.no
HRS,r15dressa,1,1.yes
HRS,r15dressa,2,2.can't do
HRS,r15dressa,7,7.don't do
HRS,r15dressa,,.d=dk
HRS,r15dressa,,.f=no famr
HRS,r15dressa,,".j=web interview, missing"
HRS,r15dressa,,.m=oth missing
HRS,r15dressa,,.n=na
HRS,r15dressa,,.q=not asked this wave
HRS,r15dressa,,.r=rf
HRS,r15dressa,,.s=skip
HRS,r15dressa,,.u=unmarried
HRS,r15dressa,,.v=sp nr
HRS,r15dressa,,.x=don't do
HRS,r15dressa,,.y=alternate wave
HRS,r15dressa,,.z=don't do/no if did
HRS,r15batha,0,0.no
HRS,r15batha,1,1.yes
HRS,r15batha,2,2.can't do
HRS,r15batha,7,7.don't do
HRS,r15batha,,.d=dk
HRS,r15batha,,.f=no famr
HRS,r15batha,,".j=web interview, missing"
HRS,r15batha,,.m=oth missing
HRS,r15batha,,.n=na
HRS,r15batha,,.q=not asked this wave
HRS,r15batha,,.r=rf
HRS,r15batha,,.s=skip
HRS,r15batha,,.u=unmarried
HRS,r15batha,,.v=sp nr
HRS,r15batha,,.x=don't do
HRS,r15batha,,.y=alternate wave
HRS,r15batha,,.z=don't do/no if did
HRS,r15eata,0,0.no
HRS,r15eata,1,1.yes
HRS,r15eata,2,2.can't do
HRS,r15eata,7,7.don't do
HRS,r15eata,,.d=dk
HRS,r15eata,,.f=no famr
HRS,r15eata,,".j=web interview, missing"
HRS,r15eata,,.m=oth missing
HRS,r15eata,,.n=na
HRS,r15eata,,.q=not asked this wave
HRS,r15eata,,.r=rf
HRS,r15eata,,.s=skip
HRS,r15eata,,.u=unmarried
HRS,r15eata,,.v=sp nr
HRS,r15eata,,.x=don't do
HRS,r15eata,,.y=alternate wave
HRS,r15eata,,.z=don't do/no if did
HRS,r15beda,0,0.no
HRS,r15beda,1,1.yes
HRS,r15beda,2,2.can't do
HRS,r15beda,7,7.don't do
HRS,r15beda,,.d=dk
HRS,r15beda,,.f=no famr
HRS,r15beda,,".j=web interview, missing"
HRS,r15beda,,.m=oth missing
HRS,r15beda,,.n=na
HRS,r15beda,,.q=not asked this wave
HRS,r15beda,,.r=rf
HRS,r15beda,,.s=skip
HRS,r15beda,,.u=unmarried
HRS,r15beda,,.v=sp nr
HRS,r15beda,,.x=don't do
HRS,r15beda,,.y=alternate wave
HRS,r15beda,,.z=don't do/no if did
HRS,r15toilta,0,0.no
HRS,r15toilta,1,1.yes
HRS,r15toilta,2,2.can't do
HRS,r15toilta,7,7.don't do
HRS,r15toilta,,.d=dk
HRS,r15toilta,,.f=no famr
HRS,r15toilta,,".j=web interview, missing"
HRS,r15toilta,,.m=oth missing
HRS,r15toilta,,.n=na
HRS,r15toilta,,.q=not asked this wave
HRS,r15toilta,,.r=rf
HRS,r15toilta,,.s=skip
HRS,r15toilta,,.u=unmarried
HRS,r15toilta,,.v=sp nr
HRS,r15toilta,,.x=don't do
HRS,r15toilta,,.y=alternate wave
HRS,r15toilta,,.z=don't do/no if did
HRS,r15shopa,0,0.no
HRS,r15shopa,1,1.yes
HRS,r15shopa,2,2.can't do
HRS,r15shopa,7,7.don't do
HRS,r15shopa,,.d=dk
HRS,r15shopa,,.f=no famr
HRS,r15shopa,,".j=web interview, missing"
HRS,r15shopa,,.m=oth missing
HRS,r15shopa,,.n=na
HRS,r15shopa,,.q=not asked this wave
HRS,r15shopa,,.r=rf
HRS,r15shopa,,.s=skip
HRS,r15shopa,,.u=unmarried
HRS,r15shopa,,.v=sp nr
HRS,r15shopa,,.x=don't do
HRS,r15shopa,,.y=alternate wave
HRS,r15shopa,,.z=don't do/no if did
HRS,r15mealsa,0,0.no
HRS,r15mealsa,1,1.yes
HRS,r15mealsa,2,2.can't do
HRS,r15mealsa,7,7.don't do
HRS,r15mealsa,,.d=dk
HRS,r15mealsa,,.f=no famr
HRS,r15mealsa,,".j=web interview, missing"
HRS,r15mealsa,,.m=oth missing
HRS,r15mealsa,,.n=na
HRS,r15mealsa,,.q=not asked this wave
HRS,r15mealsa,,.r=rf
HRS,r15mealsa,,.s=skip
HRS,r15mealsa,,.u=unmarried
HRS,r15mealsa,,.v=sp nr
HRS,r15mealsa,,.x=don't do
HRS,r15mealsa,,.y=alternate wave
HRS,r15mealsa,,.z=don't do/no if did
HRS,r15medsa,0,0.no
HRS,r15medsa,1,1.yes
HRS,r15medsa,2,2.can't do
HRS,r15medsa,7,7.don't do
HRS,r15medsa,,.d=dk
HRS,r15medsa,,.f=no famr
HRS,r15medsa,,".j=web interview, missing"
HRS,r15medsa,,.m=oth missing
HRS,r15medsa,,.n=na
HRS,r15medsa,,.q=not asked this wave
HRS,r15medsa,,.r=rf
HRS,r15medsa,,.s=skip
HRS,r15medsa,,.u=unmarried
HRS,r15medsa,,.v=sp nr
HRS,r15medsa,,.x=don't do
HRS,r15medsa,,.y=alternate wave
HRS,r15medsa,,.z=don't do/no if did
HRS,r15moneya,0,0.no
HRS,r15moneya,1,1.yes
HRS,r15moneya,2,2.can't do
HRS,r15moneya,7,7.don't do
HRS,r15moneya,,.d=dk
HRS,r15moneya,,.f=no famr
HRS,r15moneya,,".j=web interview, missing"
HRS,r15moneya,,.m=oth missing
HRS,r15moneya,,.n=na
HRS,r15moneya,,.q=not asked this wave
HRS,r15moneya,,.r=rf
HRS,r15moneya,,.s=skip
HRS,r15moneya,,.u=unmarried
HRS,r15moneya,,.v=sp nr
HRS,r15moneya,,.x=don't do
HRS,r15moneya,,.y=alternate wave
HRS,r15moneya,,.z=don't do/no if did
HRS,r15proxy,0,0.not proxy
HRS,r15proxy,1,1.proxy
HRS,r15proxy,2,2.partial proxy
HRS,r15proxy,3,"3.proxy, r deceased"
HRS,r15proxy,,.u=unmarried
HRS,r15proxy,,.v=spouse nr
HRS,r16iwstat,0,0.inap.
HRS,r16iwstat,1,"1.resp,alive"
HRS,r16iwstat,2,"2.resp,died after iw"
HRS,r16iwstat,3,"3.resp(proxy),died"
HRS,r16iwstat,4,"4.nr,alive"
HRS,r16iwstat,5,"5.nr,died this wv"
HRS,r16iwstat,6,"6.nr,died prev wv"
HRS,r16iwstat,7,"7.nr,dropped from samp"
HRS,r16iwstat,9,"9.nr,dk if alive or died"
HRS,r16iwstat,,.u=unmarried
HRS,r16iwstat,,.v=spouse nr
HRS,r16dressa,0,0.no
HRS,r16dressa,1,1.yes
HRS,r16dressa,2,2.can't do
HRS,r16dressa,7,7.don't do
HRS,r16dressa,,.d=dk
HRS,r16dressa,,.f=no famr
HRS,r16dressa,,".j=web interview, missing"
HRS,r16dressa,,.m=oth missing
HRS,r16dressa,,.n=na
HRS,r16dressa,,.q=not asked this wave
HRS,r16dressa,,.r=rf
HRS,r16dressa,,.s=skip
HRS,r16dressa,,.u=unmarried
HRS,r16dressa,,.v=sp nr
