age,state,probability_start,probability_end,half_cycle_occupancy,cohort,exposure,ses
76,I0,0.53558782151107,0.504544353182461,0.520066087346766,CHARLS,education,high
76,D1,0.110725726196817,0.111078372316822,0.110902049256819,CHARLS,education,high
76,R1,0.114848394919347,0.116233106985613,0.11554075095248,CHARLS,education,high
76,D2,0.0605349676737778,0.0669056778918543,0.063720322782816,CHARLS,education,high
76,DEAD,0.178303089698988,0.20123848962325,0.189770789661119,CHARLS,education,high
77,I0,0.504544353182461,0.473700717977201,0.489122535579831,CHARLS,education,high
77,D1,0.111078372316822,0.110864786128864,0.110971579222843,CHARLS,education,high
77,R1,0.116233106985613,0.11647438676684,0.116353746876227,CHARLS,education,high
77,D2,0.0669056778918543,0.0726732169854658,0.06978944743866,CHARLS,education,high
77,DEAD,0.20123848962325,0.226286892141629,0.213762690882439,CHARLS,education,high
78,I0,0.473700717977201,0.443065080373218,0.458382899175209,CHARLS,education,high
78,D1,0.110864786128864,0.110033756685617,0.110449271407241,CHARLS,education,high
78,R1,0.11647438676684,0.115714798861474,0.116094592814157,CHARLS,education,high
78,D2,0.0726732169854658,0.0775407700326394,0.0751069935090526,CHARLS,education,high
78,DEAD,0.226286892141629,0.253645594047052,0.23996624309434,CHARLS,education,high
79,I0,0.443065080373218,0.412626942947758,0.427846011660488,CHARLS,education,high
79,D1,0.110033756685617,0.108533270971018,0.109283513828318,CHARLS,education,high
79,R1,0.115714798861474,0.114112537867465,0.114913668364469,CHARLS,education,high
79,D2,0.0775407700326394,0.0812204689905311,0.0793806195115852,CHARLS,education,high
79,DEAD,0.253645594047052,0.283506779223228,0.26857618663514,CHARLS,education,high
80,I0,0.412626942947758,0.382357527173774,0.397492235060766,CHARLS,education,high
80,D1,0.108533270971018,0.106315463660829,0.107424367315924,CHARLS,education,high
80,R1,0.114112537867465,0.111823647364634,0.112968092616049,CHARLS,education,high
80,D2,0.0812204689905311,0.0834598649498533,0.0823401669701922,CHARLS,education,high
80,DEAD,0.283506779223228,0.316043496850909,0.299775138037069,CHARLS,education,high
81,I0,0.382357527173774,0.352228550482363,0.367293038828069,CHARLS,education,high
81,D1,0.106315463660829,0.103339464993258,0.104827464327043,CHARLS,education,high
81,R1,0.111823647364634,0.108962850563749,0.110393248964191,CHARLS,education,high
81,D2,0.0834598649498533,0.0840905371237799,0.0837752010368166,CHARLS,education,high
81,DEAD,0.316043496850909,0.351378596836852,0.33371104684388,CHARLS,education,high
82,I0,0.352228550482363,0.322288847192956,0.337258698837659,CHARLS,education,high
82,D1,0.103339464993258,0.099569373631876,0.101454419312567,CHARLS,education,high
82,R1,0.108962850563749,0.105522380893129,0.107242615728439,CHARLS,education,high
82,D2,0.0840905371237799,0.0831183713564491,0.0836044542401145,CHARLS,education,high
82,DEAD,0.351378596836852,0.389501026925591,0.370439811881221,CHARLS,education,high
83,I0,0.322288847192956,0.292685830177744,0.30748733868535,CHARLS,education,high
