module,stratum,cohort,ses,age,process,origin_state,destination,annual_hazard,standardization_rows
wealth_within_low_education,all,CHARLS,high,68,recovery,D2,R1,0.257850517499533,1074
wealth_within_low_education,all,CHARLS,high,69,recovery,D2,R1,0.250281962554659,1074
wealth_within_low_education,all,CHARLS,high,70,recovery,D2,R1,0.241746642486223,1074
wealth_within_low_education,all,CHARLS,high,71,recovery,D2,R1,0.232286396011602,1074
wealth_within_low_education,all,CHARLS,high,72,recovery,D2,R1,0.222168167340544,1074
wealth_within_low_education,all,CHARLS,high,73,recovery,D2,R1,0.211688242206487,1074
wealth_within_low_education,all,CHARLS,high,74,recovery,D2,R1,0.201108581914067,1074
wealth_within_low_education,all,CHARLS,high,75,recovery,D2,R1,0.190653836489888,1074
wealth_within_low_education,all,CHARLS,high,76,recovery,D2,R1,0.180511006560744,1074
wealth_within_low_education,all,CHARLS,high,77,recovery,D2,R1,0.17083117817227,1074
wealth_within_low_education,all,CHARLS,high,78,recovery,D2,R1,0.161732764085936,1074
wealth_within_low_education,all,CHARLS,high,79,recovery,D2,R1,0.153305742106099,1074
wealth_within_low_education,all,CHARLS,high,80,recovery,D2,R1,0.145616467107868,1074
wealth_within_low_education,all,CHARLS,high,81,recovery,D2,R1,0.138648361268025,1074
wealth_within_low_education,all,CHARLS,high,82,recovery,D2,R1,0.132137274977303,1074
wealth_within_low_education,all,CHARLS,high,83,recovery,D2,R1,0.125804127480979,1074
wealth_within_low_education,all,CHARLS,high,84,recovery,D2,R1,0.119419694510705,1074
wealth_within_low_education,all,CHARLS,high,85,recovery,D2,R1,0.112803124063499,1074
wealth_within_low_education,all,CHARLS,high,86,recovery,D2,R1,0.105823711364774,1074
wealth_within_low_education,all,CHARLS,high,87,recovery,D2,R1,0.0984043105927736,1074
wealth_within_low_education,all,CHARLS,high,88,recovery,D2,R1,0.090524704204691,1074
wealth_within_low_education,all,CHARLS,high,89,recovery,D2,R1,0.082223232475352,1074
wealth_within_low_education,all,CHARLS,high,90,recovery,D2,R1,0.0735951174463784,1074
wealth_within_low_education,all,CHARLS,high,91,recovery,D2,R1,0.0648432811955195,1074
wealth_within_low_education,all,CHARLS,high,92,recovery,D2,R1,0.0563773488788924,1074
wealth_within_low_education,all,CHARLS,high,93,recovery,D2,R1,0.048530199984151,1074
wealth_within_low_education,all,CHARLS,high,94,recovery,D2,R1,0.0414984003016049,1074
wealth_within_low_education,all,CHARLS,high,95,recovery,D2,R1,0.0353676783279063,1074
wealth_within_low_education,all,CHARLS,high,96,recovery,D2,R1,0.0353676783279063,1074
wealth_within_low_education,all,CHARLS,high,97,recovery,D2,R1,0.0353676783279063,1074
wealth_within_low_education,all,CHARLS,high,98,recovery,D2,R1,0.0353676783279063,1074
wealth_within_low_education,all,CHARLS,high,99,recovery,D2,R1,0.0353676783279063,1074
wealth_within_low_education,all,CHARLS,middle,60,recovery,D2,R1,0.260683844651931,1074
wealth_within_low_education,all,CHARLS,middle,61,recovery,D2,R1,0.258046660157638,1074
wealth_within_low_education,all,CHARLS,middle,62,recovery,D2,R1,0.255296951593909,1074
wealth_within_low_education,all,CHARLS,middle,63,recovery,D2,R1,0.25230132948688,1074
wealth_within_low_education,all,CHARLS,middle,64,recovery,D2,R1,0.24893343612696,1074
wealth_within_low_education,all,CHARLS,middle,65,recovery,D2,R1,0.245075544030952,1074
wealth_within_low_education,all,CHARLS,middle,66,recovery,D2,R1,0.240620721740134,1074
wealth_within_low_education,all,CHARLS,middle,67,recovery,D2,R1,0.235475455018624,1074
wealth_within_low_education,all,CHARLS,middle,68,recovery,D2,R1,0.229562579445127,1074
wealth_within_low_education,all,CHARLS,middle,69,recovery,D2,R1,0.222824345941986,1074
wealth_within_low_education,all,CHARLS,middle,70,recovery,D2,R1,0.215225407959233,1074
wealth_within_low_education,all,CHARLS,middle,71,recovery,D2,R1,0.206803014225217,1074
wealth_within_low_education,all,CHARLS,middle,72,recovery,D2,R1,0.19779482337236,1074
wealth_within_low_education,all,CHARLS,middle,73,recovery,D2,R1,0.188464616594046,1074
wealth_within_low_education,all,CHARLS,middle,74,recovery,D2,R1,0.179045616275827,1074
wealth_within_low_education,all,CHARLS,middle,75,recovery,D2,R1,0.169737826823665,1074
wealth_within_low_education,all,CHARLS,middle,76,recovery,D2,R1,0.160707733636392,1074
wealth_within_low_education,all,CHARLS,middle,77,recovery,D2,R1,0.152089847603068,1074
wealth_within_low_education,all,CHARLS,middle,78,recovery,D2,R1,0.143989590807879,1074
wealth_within_low_education,all,CHARLS,middle,79,recovery,D2,R1,0.13648706988416,1074
wealth_within_low_education,all,CHARLS,middle,80,recovery,D2,R1,0.129641360130406,1074
wealth_within_low_education,all,CHARLS,middle,81,recovery,D2,R1,0.123437702422239,1074
wealth_within_low_education,all,CHARLS,middle,82,recovery,D2,R1,0.117640926141226,1074
wealth_within_low_education,all,CHARLS,middle,83,recovery,D2,R1,0.112002567570683,1074
